product_id,product_handle,product_title,product_status,flagged_variant_count,min_aud_across_variants,max_aud_across_variants
prod_01KPTESC8DQH83FZEMRPC973RD,ramo-men-s-soft-shell-hooded-jacket-tempest-range-j483hz-5,Ramo Men's Soft Shell HOODED Jacket - TEMPEST Range,draft,2,0.4654,0.4654
prod_01KPTESC8DS0A8RRZHKF5YD75A,ramo-contrast-one-piece-cotton-face-masks-with-adjustable-toggle-masks-cotton-03p,Ramo Contrast One Piece Cotton Face Masks With Adjustable toggle,draft,4,0.0395,0.0395
prod_01KPTESC8DTVDKKH7HQTKGY3WM,ramo-mens-unisex-earth-care-t-shirt-t805hd-5,Ramo Mens' / Unisex Earth Care T-shirt,published,16,0.09359999999999999,0.09359999999999999
prod_01KPTESC8DY935NPKGXMW5QENC,ramo-middle-seamed-cotton-face-masks-with-adjustable-toggle-masks-cotton-02p,Ramo Middle Seamed Cotton Face Masks with Adjustable toggle,draft,7,0.037000000000000005,0.037000000000000005
prod_01KPTESC8EA1QHW4QGH3STKBMV,ramo-kids-3-layer-one-piece-cotton-face-masks-with-adjustable-toggle-masks-cotton-081pk,Ramo Kids 3 Layer One Piece Cotton Face Masks With Adjustable toggle,draft,6,0.037000000000000005,0.0375
prod_01KQ19Z972Q5HJ3PA82TFBVX6W,dnc-1751,Chef Jacket Buttons,published,3,4.29,7.32
prod_01KQ19Z972W92Z4J7EG1AZEDFJ,dnc-1701,Neck Chief,published,4,4.13,7.05
prod_01KQ19ZNQWWZVSGGK5E2BYNFJX,dnc-1755,Waiter Jacket Buttons,published,2,1.65,2.81
prod_01KQ1B4VVD1TBNKB5GY5Z1SK95,dtf-auto-builder,DTF Auto Builder (Easy),published,5,0.24,1.2
prod_01KQBC8A64YM8A3DPN06HMJ60V,biz-collection-womens-elite-short-sleeve-polo-p3225,Womens Elite Short Sleeve Polo,published,18,0.18899999999999997,0.18899999999999997
prod_01KQBC8A6531H3YFCS932G9HZN,biz-collection-mens-micro-waffle-short-sleeve-polo-p3300,Mens Micro Waffle Short Sleeve Polo,published,14,0.168,0.168
prod_01KQBC8A65ED0GE8YY8XY5NWDQ,biz-collection-mens-crew-short-sleeve-polo-p400ms,Mens Crew Short Sleeve Polo,published,153,0.105,0.105
prod_01KQBC8A65KYPXKXQ1BHTATC38,biz-collection-mens-crew-long-sleeve-polo-p400ml,Mens Crew Long Sleeve Polo,published,24,0.147,0.147
prod_01KQBC8A65R9D5H0B6B1J3EGM2,biz-collection-womens-crew-short-sleeve-polo-p400ls,Womens Crew Short Sleeve Polo,published,108,0.105,0.105
prod_01KQBC8A65S1JDTWAJ8T856VK2,biz-collection-womens-talon-short-sleeve-polo-p401ls,Womens Talon Short Sleeve Polo,published,81,0.147,0.147
prod_01KQBC8A65SFY7N5ZCSCB8J1NQ,biz-collection-kids-crew-short-sleeve-polo-p400ks,Kids Crew Short Sleeve Polo,published,119,0.0895,0.0895
prod_01KQBC8A65T2K1M6XFDJHRE3Y7,biz-collection-womens-crew-long-sleeve-polo-p400ll,Womens Crew Long Sleeve Polo,published,30,0.147,0.147
prod_01KQBC8A65ZB5P3F5Z4MQ4KPJS,biz-collection-womens-micro-waffle-short-sleeve-polo-p3325,Womens Micro Waffle Short Sleeve Polo,published,18,0.168,0.168
prod_01KQBC8A660CXA1GDDPMKZDZTZ,biz-collection-womens-orbit-short-sleeve-polo-p410ls,Womens Orbit Short Sleeve Polo,published,40,0.17,0.17
prod_01KQBC8A66J15B4A6H7ARAPNXZ,biz-collection-womens-razor-short-sleeve-polo-p405ls,Womens Razor Short Sleeve Polo,published,126,0.168,0.168
prod_01KQBC8A66XFCAB21QB98EWAYR,biz-collection-kids-razor-short-sleeve-polo-p405ks,Kids Razor Short Sleeve Polo,published,98,0.136,0.136
prod_01KQBC8A66Y9JA5946QZWWY701,biz-collection-mens-razor-short-sleeve-polo-p405ms,Mens Razor Short Sleeve Polo,published,126,0.168,0.168
prod_01KQBC8A66ZRFKT01F9Z30K1NX,biz-collection-mens-talon-short-sleeve-polo-p401ms,Mens Talon Short Sleeve Polo,published,63,0.147,0.147
prod_01KQBC8FM24K37CT95XDJC4B3M,biz-collection-womens-echo-short-sleeve-polo-p412ls,Womens Echo Short Sleeve Polo,published,20,0.175,0.175
prod_01KQBC8FM2JV7C6TDAR50CEB03,biz-collection-mens-orbit-short-sleeve-polo-p410ms,Mens Orbit Short Sleeve Polo,published,32,0.17,0.17
prod_01KQBC8FM33154F7G83XRCG4PK,biz-collection-mens-rival-short-sleeve-polo-p705ms,Mens Rival Short Sleeve Polo,published,49,0.154,0.154
prod_01KQBC8FM34SX0WDAHE2KW2A73,biz-collection-womens-shadow-short-sleeve-polo-p501ls,Womens Shadow Short Sleeve Polo,published,27,0.184,0.184
prod_01KQBC8FM351HPE7X0KJJGBG5P,biz-collection-unisex-grid-short-sleeve-polo-p413us,Unisex Grid Short Sleeve Polo,published,50,0.17,0.17
prod_01KQBC8FM37ZMAG4EH474JXP6Q,biz-collection-kids-renegade-short-sleeve-polo-p700ks,Kids Renegade Short Sleeve Polo,published,63,0.136,0.136
prod_01KQBC8FM382ZM6YRJ8CR081KN,biz-collection-womens-renegade-short-sleeve-polo-p700ls,Womens Renegade Short Sleeve Polo,published,70,0.168,0.168
prod_01KQBC8FM3959KNWBAEA35VS2F,biz-collection-mens-cyber-short-sleeve-polo-p604ms,Mens Cyber Short Sleeve Polo,published,35,0.17800000000000002,0.17800000000000002
prod_01KQBC8FM3EH6WPC81M05ZJ495,biz-collection-womens-lotus-short-sleeve-polo-p515ls,Womens Lotus Short Sleeve Polo,published,40,0.13949999999999999,0.13949999999999999
prod_01KQBC8FM3G74EE3KY9A7ATB32,biz-collection-mens-renegade-short-sleeve-polo-p700ms,Mens Renegade Short Sleeve Polo,published,63,0.168,0.168
prod_01KQBC8FM3HK7SZRFJKW2SGB12,biz-collection-womens-rival-short-sleeve-polo-p705ls,Womens Rival Short Sleeve Polo,published,70,0.154,0.154
prod_01KQBC8FM3JX38NBD71WY16K0E,biz-collection-mens-shadow-short-sleeve-polo-p501ms,Mens Shadow Short Sleeve Polo,published,21,0.184,0.184
prod_01KQBC8FM3N55NN875CF8SE19A,biz-collection-mens-charger-short-sleeve-polo-p500ms,Mens Charger Short Sleeve Polo,published,35,0.163,0.163
prod_01KQBC8FM3NQABR63E1XMACH4B,biz-collection-mens-echo-short-sleeve-polo-p412ms,Mens Echo Short Sleeve Polo,published,16,0.175,0.175
prod_01KQBC8FM3P94QSNN5ZRDTNA5Y,biz-collection-mens-dart-short-sleeve-polo-p419ms,Mens Dart Short Sleeve Polo,published,40,0.1595,0.1595
prod_01KQBC8FM3Q4VRX2ZXB99QKWBS,biz-collection-womens-cyber-short-sleeve-polo-p604ls,Womens Cyber Short Sleeve Polo,published,45,0.17800000000000002,0.17800000000000002
prod_01KQBC8FM3RF6T3VPMWQNW4XMF,biz-collection-womens-dart-short-sleeve-polo-p419ls,Womens Dart Short Sleeve Polo,published,50,0.1595,0.1595
prod_01KQBC8FM3SNC4AHWCG9ZXVKD7,biz-collection-womens-profile-short-sleeve-polo-p706ls,Womens Profile Short Sleeve Polo,published,60,0.18899999999999997,0.18899999999999997
prod_01KQBC8FM3T6FWBJBNZNAN4SYK,biz-collection-mens-lotus-short-sleeve-polo-p515ms,Mens Lotus Short Sleeve Polo,published,32,0.13949999999999999,0.13949999999999999
prod_01KQBC8FM4JJFSWA1FRY2ZS5D5,biz-collection-mens-profile-short-sleeve-polo-p706ms,Mens Profile Short Sleeve Polo,published,42,0.18899999999999997,0.18899999999999997
prod_01KQBC8FM4Q2KF76W2N3BQCERP,biz-collection-mens-splice-short-sleeve-polo-p7700,Mens Splice Short Sleeve Polo,published,91,0.136,0.136
prod_01KQBC8FM4RHW4D1XVGTSQKQBX,biz-collection-kids-splice-short-sleeve-polo-p7700b,Kids Splice Short Sleeve Polo,published,70,0.111,0.111
prod_01KQBC8M6JA0R9901CXB2R9SMK,biz-collection-womens-galaxy-short-sleeve-polo-p900ls,Womens Galaxy Short Sleeve Polo,published,90,0.168,0.168
prod_01KQBC8M6JDXVPYMT8BDXGVSV7,biz-collection-mens-aero-short-sleeve-polo-p815ms,Mens Aero Short Sleeve Polo,published,48,0.126,0.126
prod_01KQBC8M6JM4S17Q9ADFX7V11M,biz-collection-mens-oceana-short-sleeve-polo-p9000,Mens Oceana Short Sleeve Polo,published,14,0.18899999999999997,0.18899999999999997
prod_01KQBC8M6JV2YTBA7B503KJYZT,biz-collection-womens-aero-short-sleeve-polo-p815ls,Womens Aero Short Sleeve Polo,published,60,0.126,0.126
prod_01KQBC8M6K6EK9Z1NZNBCMFPHT,biz-collection-mens-nitro-short-sleeve-shirt-s10112,Mens Nitro Short Sleeve Shirt,published,21,0.263,0.263
prod_01KQBC8M6K7H86JNKEATDF8BVM,biz-collection-mens-galaxy-short-sleeve-polo-p900ms,Mens Galaxy Short Sleeve Polo,published,72,0.168,0.168
prod_01KQBC8M6K7JNVTT4EC3SZGK29,biz-collection-womens-camden-long-sleeve-shirt-s016ll,Womens Camden Long Sleeve Shirt,published,33,0.304,0.304
prod_01KQBC8M6KAMWQSSG5Y6S5VV6N,biz-collection-womens-resort-short-sleeve-polo-p9925,Womens Resort Short Sleeve Polo,published,36,0.174,0.174
prod_01KQBC8M6KJAE8TGYVCH0V3TJN,biz-collection-mens-heavy-weight-fleece-pf380,Mens Heavy Weight Fleece,published,14,0.294,0.294
prod_01KQBC8M6KKDYPH2AW8KQA9SHH,biz-collection-mens-resort-short-sleeve-polo-p9900,Mens Resort Short Sleeve Polo,published,28,0.174,0.174
prod_01KQBC8M6KN3067PGHZGR6EBXM,biz-collection-mens-plain-jacket-pf630,Mens Plain Jacket,published,16,0.24100000000000002,0.24100000000000002
prod_01KQBC8M6KNA6XHZZ5MYA1TFYD,biz-collection-womens-plain-vest-pf905,Womens Plain Vest,published,18,0.18899999999999997,0.18899999999999997
prod_01KQBC8M6KPE22G6DPY0591K1X,biz-collection-womens-sonar-short-sleeve-polo-p901ls,Womens Sonar Short Sleeve Polo,published,80,0.163,0.163
prod_01KQBC8M6KQ1R242JQWWMSV8AP,biz-collection-womens-oceana-short-sleeve-polo-p9025,Womens Oceana Short Sleeve Polo,published,20,0.18899999999999997,0.18899999999999997
prod_01KQBC8M6KW2GRQ2HDAB94P3JF,biz-collection-mens-sonar-short-sleeve-polo-p901ms,Mens Sonar Short Sleeve Polo,published,64,0.163,0.163
prod_01KQBC8M6KXWHPJ6M1TPNZ1T1S,biz-collection-womens-plain-jacket-pf631,Womens Plain Jacket,published,18,0.24100000000000002,0.24100000000000002
prod_01KQBC8M6KYJWP7Q6VSPRXJEAK,biz-collection-mens-camden-long-sleeve-shirt-s016ml,Mens Camden Long Sleeve Shirt,published,27,0.304,0.304
prod_01KQBC8M6M29TRM3BF636CZK4M,biz-collection-mens-ambassador-short-sleeve-shirt-s251ms,Mens Ambassador Short Sleeve Shirt,published,16,0.262,0.262
prod_01KQBC8M6M2EW552EYEQMYVQTD,biz-collection-womens-ambassador-3-4-sleeve-shirt-s29521,Womens Ambassador 3/4 Sleeve Shirt,published,20,0.268,0.268
prod_01KQBC8M6M4VRFPPH2VFFMGX9J,biz-collection-womens-ambassador-long-sleeve-shirt-s29520,Womens Ambassador Long Sleeve Shirt,published,20,0.273,0.273
prod_01KQBC8M6M86902HBFG6ZSVPS1,biz-collection-mens-base-short-sleeve-shirt-s10512,Mens Base Short Sleeve Shirt,published,27,0.16,0.16
prod_01KQBC8M6M9CK2FPNZQ57338D1,biz-collection-mens-ambassador-long-sleeve-shirt-s29510,Mens Ambassador Long Sleeve Shirt,published,16,0.273,0.273
prod_01KQBC8M6MAARX03YT70CFYS3R,biz-collection-womens-luxe-long-sleeve-shirt-s118ll,Womens Luxe Long Sleeve Shirt,published,20,0.3195,0.3195
prod_01KQBC8M6MH5RSJ7AP5EEPXFAF,biz-collection-mens-edge-long-sleeve-shirt-s267ml,Mens Edge Long Sleeve Shirt,published,16,0.3,0.3
prod_01KQBC8M6MMN9N889WWNA8XH04,biz-collection-womens-oasis-overblouse-s265ls,Womens Oasis Overblouse,published,52,0.2495,0.2495
prod_01KQBC8M6MNS6J5X0FTH7BDM3Q,biz-collection-womens-base-3-4-sleeve-shirt-s10521,Womens Base 3/4 Sleeve Shirt,published,30,0.165,0.165
prod_01KQBC8M6MP075ZXN0Q6ZY0Z9Z,biz-collection-womens-memphis-long-sleeve-shirt-s127ll,Womens Memphis Long Sleeve Shirt,published,55,0.273,0.273
prod_01KQBC8M6MP4ZQT9ZZ93B2WVTJ,biz-collection-mens-luxe-long-sleeve-shirt-s10210,Mens Luxe Long Sleeve Shirt,published,16,0.3195,0.3195
prod_01KQBC8M6MXGGQZ45RZBFKF3AZ,biz-collection-mens-memphis-long-sleeve-shirt-s127ml,Mens Memphis Long Sleeve Shirt,published,45,0.273,0.273
prod_01KQBC8M6MZ59BW4CX9MGZCQV6,biz-collection-mens-base-long-sleeve-shirt-s10510,Mens Base Long Sleeve Shirt,published,27,0.165,0.165
prod_01KQBCAC3433KBBAVG80S0WC10,biz-collection-womens-slimline-belt-bb10929,Womens Slimline Belt,published,6,0.136,0.136
prod_01KQBCAC3474SMTVHVA3TYWYFF,biz-collection-urban-bib-apron-ba55,Urban Bib Apron,published,4,0.142,0.142
prod_01KQBCAC3483WXA0A7FNT4P1D5,biz-collection-barley-apron-ba35,Barley Apron,published,4,0.142,0.142
prod_01KQBCAC3489MF0HGMY76N6DA7,biz-collection-bib-apron-ba95,Bib Apron,published,11,0.10949999999999999,0.10949999999999999
prod_01KQBCAC348V4MDBWDX5MXBTRN,biz-collection-womens-semi-patient-belt-bb10920,Womens Semi-Patient Belt,published,6,0.136,0.136
prod_01KQBCAC3498K0ACKVMVC3KWYP,biz-collection-urban-waist-straps-ba51,Urban Waist Straps,published,6,0.037000000000000005,0.037000000000000005
prod_01KQBCAC349XNX1ETSQAWAQA7J,biz-collection-urban-waist-apron-ba54,Urban Waist Apron,published,4,0.121,0.121
prod_01KQBCAC34CK0MBBQ59HCM812D,biz-collection-urban-bib-straps-ba52,Urban Bib Straps,published,6,0.037000000000000005,0.037000000000000005
prod_01KQBCAC34KW0RP8PPXPEDZHGN,biz-collection-clout-apron-ba40,Clout Apron,published,3,0.1495,0.1495
prod_01KQBCAC34SCA7NXSRWMZS6T5R,biz-collection-mens-corporate-belt-bb10919,Mens Corporate Belt,published,2,0.142,0.142
prod_01KQBCAC34ZD9SN5WAJY7EN4J1,biz-collection-short-waisted-apron-ba94,Short Waisted Apron,published,1,0.09,0.09
prod_01KQBCAC3536HWHWP8Z9J1F976,biz-collection-mens-venture-short-sleeve-polo-bp2616ms,Mens Venture Short Sleeve Polo,published,16,0.1895,0.1895
prod_01KQBCAC355TVJ0BA8BSA08215,biz-collection-womens-lawson-chino-short-bs021l,Womens Lawson Chino Short,published,44,0.2595,0.2595
prod_01KQBCAC35966647F1R3NN20QV,biz-collection-womens-lawson-skirt-bs022l,Womens Lawson Skirt,published,44,0.2595,0.2595
prod_01KQBCAC359CPKDT1EHT9RBZGE,biz-collection-mens-tailor-jacket-bj2602m,Mens Tailor Jacket,published,16,0.4495,0.4495
prod_01KQBCAC35E43B873ZWB1SZB2G,biz-collection-mens-phoenix-short-sleeve-polo-bp2610ms,Mens Phoenix Short Sleeve Polo,published,32,0.1495,0.1495
prod_01KQBCAC35FG7N1WDB7SCTT7DN,biz-collection-womens-phoenix-short-sleeve-polo-bp2610ls,Womens Phoenix Short Sleeve Polo,published,40,0.1495,0.1495
prod_01KQBCAC35MTGAHCCGBW3K529M,biz-collection-womens-venture-short-sleeve-polo-bp2616ls,Womens Venture Short Sleeve Polo,published,20,0.1895,0.1895
prod_01KQBCAC35PRCGFDPJDJAXYSSN,biz-collection-mens-lawson-short-bs021m,Mens Lawson Short,published,48,0.2595,0.2595
prod_01KQBCAC35QCSPH4C5JZAWF9H3,biz-collection-mens-standard-belt-bb248m,Mens Standard Belt,published,2,0.157,0.157
prod_01KQBCAC35QMTBSTBYADSQZ1A1,biz-collection-mens-detroit-pant-regular-bs10110r,Mens Detroit Pant (Regular),published,14,0.2495,0.2495
prod_01KQBCAC35RNT5W4EKPAEVDE5H,biz-collection-womens-grace-t-shirt-midi-dress-bbs2605l,Womens Grace T-Shirt Midi Dress,published,20,0.3795,0.3795
prod_01KQBCAC35TQE1ZVEWE217YR6Q,biz-collection-womens-soft-stretch-pant-bb2606l,Womens Soft Stretch Pant,published,24,0.2995,0.2995
prod_01KQBCAC35VV90MHQ7MYNCNVXD,biz-collection-womens-tailor-jacket-bj2602l,Womens Tailor Jacket,published,12,0.4495,0.4495
prod_01KQBCAC363AJXVA20AXP5B96D,biz-collection-womens-classic-knee-length-skirt-bs128ls,Womens Classic Knee Length Skirt,published,33,0.325,0.325
prod_01KQBCAC363HD08DKZH89BDF3A,biz-collection-mens-detroit-short-regular-bs10112r,Mens Detroit Short (Regular),published,14,0.2395,0.2395
prod_01KQBCAC3661Y6355EE3AS5D51,biz-collection-mens-classic-pleat-pant-bs29110,Mens Classic Pleat Pant,published,36,0.35700000000000004,0.35700000000000004
prod_01KQBCAC367T3F6YX5TZN9RK1H,biz-collection-mens-detroit-short-stout-bs10112s,Mens Detroit Short (Stout),published,22,0.2395,0.2395
prod_01KQBCAC3687J8ARNG8V8822YV,biz-collection-mens-classic-flat-pant-bs29210,Mens Classic Flat Pant,published,36,0.35700000000000004,0.35700000000000004
prod_01KQBCAC3693V2G7Q72P1RAR37,biz-collection-womens-venture-pant-bs423l,Womens Venture Pant,published,11,0.35,0.35
prod_01KQBCAC36C6ZTCNRMFGDNWNRM,biz-collection-mens-detroit-pant-stout-bs10110s,Mens Detroit Pant (Stout),published,18,0.2495,0.2495
prod_01KQBCAC36DF2BR384KT801DNQ,biz-collection-womens-bella-pant-bs125l,Womens Bella Pant,published,8,0.34600000000000003,0.34600000000000003
prod_01KQBCAC36KGC0P3T3CSDHM2KE,biz-collection-womens-venture-long-sleeve-shirt-bs2619ll,Womens Venture Long Sleeve Shirt,published,20,0.3295,0.3295
prod_01KQBCAC36QBBJR30J7B99MFPW,biz-collection-mens-venture-long-sleeve-shirt-bs2619ml,Mens Venture Long Sleeve Shirt,published,18,0.3295,0.3295
prod_01KQBCAC36QN7JJ3HV6BHYPDJC,biz-collection-womens-classic-below-knee-skirt-bs29323,Womens Classic Below Knee Skirt,published,33,0.325,0.325
prod_01KQBCAC36SS2QPV8PJ9VXHN87,biz-collection-mens-venture-pant-bs423m,Mens Venture Pant,published,12,0.35,0.35
prod_01KQBCAC36W7XBNEPBCE4QQM6E,biz-collection-womens-detroit-short-bs10322,Womens Detroit Short,published,26,0.2395,0.2395
prod_01KQBCAC36YQ4WD6X29R7N66ZK,biz-collection-womens-classic-pant-bs29320,Womens Classic Pant,published,33,0.35700000000000004,0.35700000000000004
prod_01KQBCAC373N7YWF5471AHEETQ,biz-collection-mens-classic-slim-pant-bs720m,Mens Classic Slim Pant,published,14,0.35700000000000004,0.35700000000000004
prod_01KQBCAC376R72HPMV0K7YC852,biz-collection-womens-stella-perfect-pant-bs506l,Womens Stella Perfect Pant,published,14,0.325,0.325
prod_01KQBCAC377ASWZECYZP6HSPK7,biz-collection-womens-lawson-chino-pant-bs724l,Womens Lawson Chino Pant,published,44,0.2695,0.2695
prod_01KQBCAC378737S2QNAVNYSQFY,biz-collection-mens-classic-jacket-bs722m,Mens Classic Jacket,published,24,0.84,0.84
prod_01KQBCAC37CHVYR1GZFDMR7RG6,biz-collection-womens-bianca-jacket-bs732l,Womens Bianca Jacket,published,24,0.7240000000000001,0.7240000000000001
prod_01KQBCAC37G85DZF47W0MSPT20,biz-collection-womens-eve-perfect-pant-bs508l,Womens Eve Perfect Pant,published,18,0.325,0.325
prod_01KQBCAC37K5GY9MBC3SNJE7AE,biz-collection-womens-loren-skirt-bs734l,Womens Loren Skirt,published,24,0.325,0.325
prod_01KQBCAC37Q7ZQHYAHSPRTD9JH,biz-collection-womens-detroit-pant-bs610l,Womens Detroit Pant,published,28,0.2495,0.2495
prod_01KQBCAC37TCGQZWST102XWXKF,biz-collection-mens-lawson-chino-pant-bs724m,Mens Lawson Chino Pant,published,48,0.2695,0.2695
prod_01KQBCAC37WPYPEVV30N63EVWJ,biz-collection-womens-audrey-dress-bs730l,Womens Audrey Dress,published,18,0.546,0.546
prod_01KQBCAC37WZ01Z1QYQEXJ18HP,biz-collection-womens-kate-perfect-pant-bs507l,Womens Kate Perfect Pant,published,14,0.325,0.325
prod_01KQBCAC37XDXF5CY9Q1VZ94W0,biz-collection-womens-detroit-skirt-bs612s,Womens Detroit Skirt,published,24,0.2495,0.2495
prod_01KQBCAC37ZD22TDMY2MK41XF0,biz-collection-womens-remy-pant-bs909l,Womens Remy Pant,published,24,0.325,0.325
prod_01KQBCAGMT4P6NJVAA1DMK2DC5,biz-collection-womens-dash-pant-ch234l,Womens Dash Pant,published,12,0.21,0.21
prod_01KQBCAGMTADGVKEDJF5QD9QD4,biz-collection-womens-paris-dress-bs911l,Womens Paris Dress,published,14,0.43,0.43
prod_01KQBCAGMTCT1NETY38EV6XH21,biz-collection-womens-zest-short-sleeve-jacket-ch232ls,Womens Zest Short Sleeve Jacket,published,12,0.258,0.258
prod_01KQBCAGMTE6SBXMAJS2QVB939,biz-collection-mens-zest-long-sleeve-jacket-ch232ml,Mens Zest Long Sleeve Jacket,published,16,0.268,0.268
prod_01KQBCAGMTH0Z8N1MH3750P3BX,biz-collection-mens-al-dente-long-sleeve-chef-jacket-ch230ml,Mens Al Dente Long Sleeve Chef Jacket,published,24,0.237,0.237
prod_01KQBCAGMTJMW32FQHM6JZ6MR7,biz-collection-mens-zest-short-sleeve-chef-jacket-ch232ms,Mens Zest Short Sleeve Chef Jacket,published,16,0.258,0.258
prod_01KQBCAGMV4RSB8J69V4T62B2M,biz-collection-womens-gusto-long-sleeve-chef-jacket-ch430ll,Womens Gusto Long Sleeve Chef Jacket,published,12,0.305,0.305
prod_01KQBCAGMV8JYHME6P7F9D6BWY,biz-collection-chef-jacket-button-ch235,Chef Jacket Button,published,2,0.132,0.132
prod_01KQBCAGMVAXSAAKH1HS11SC1W,biz-collection-womens-alfresco-short-sleeve-chef-jacket-ch330ls,Womens Alfresco Short Sleeve Chef Jacket,published,12,0.28300000000000003,0.28300000000000003
prod_01KQBCAGMVDF40RT37D0QMHQK3,biz-collection-mens-alfresco-long-sleeve-chef-jacket-ch330ml,Mens Alfresco Long Sleeve Chef Jacket,published,16,0.294,0.294
prod_01KQBCAGMVDSA1C6WBS3JVV2QN,biz-collection-twist-chef-bandana-ch331,Twist Chef Bandana,published,4,0.05,0.05
prod_01KQBCAGMVM7HHBGBC6D4Y1GAW,biz-collection-mens-dash-pant-ch234m,Mens Dash Pant,published,24,0.21,0.21
prod_01KQBCAGMVMP4KTXVM5SRHRGRR,biz-collection-mens-salsa-short-sleeve-chef-shirt-ch329ms,Mens Salsa Short Sleeve Chef Shirt,published,24,0.294,0.294
prod_01KQBCAGMVQ4038GH92DFM2YM7,biz-collection-womens-alfresco-long-sleeve-chef-jacket-ch330ll,Womens Alfresco Long Sleeve Chef Jacket,published,12,0.294,0.294
prod_01KQBCAGMVV7251AZ307DD2M8C,biz-collection-chef-cap-ch238,Chef Cap,published,3,0.05,0.05
prod_01KQBCAGMVVRPP16M6TG61MQQ6,biz-collection-mesh-flat-top-hat-ch333,Mesh Flat Top Hat,published,2,0.05,0.05
prod_01KQBCAGMVZ7035SGGM1NH9WAC,biz-collection-mens-gusto-long-sleeve-chef-jacket-ch430ml,Mens Gusto Long Sleeve Chef Jacket,published,16,0.305,0.305
prod_01KQBCAGMVZYC3NY9V80E1XV90,biz-collection-mens-alfresco-short-sleeve-chef-jacket-ch330ms,Mens Alfresco Short Sleeve Chef Jacket,published,16,0.28300000000000003,0.28300000000000003
prod_01KQBCAGMW5HMP8M0TAJZK3T3Z,biz-collection-womens-classic-scrub-top-h10622,Womens Classic Scrub Top,published,49,0.16949999999999998,0.16949999999999998
prod_01KQBCAGMW700QM76KB3GWMJ7E,biz-collection-mens-plain-vest-f233mn,Mens Plain Vest,published,16,0.18899999999999997,0.18899999999999997
prod_01KQBCAGMW79GKAJSSE8YT4P2H,biz-collection-mens-trinity-fleece-f10510,Mens Trinity Fleece,published,14,0.17800000000000002,0.17800000000000002
prod_01KQBCAGMWA52127Z1BPRGFK0Q,biz-collection-womens-zen-tunic-h134ls,Womens Zen Tunic,published,16,0.3095,0.3095
prod_01KQBCAGMWBP2WC9XMG3N5NWGA,biz-collection-womens-contrast-scrub-top-h10722,Womens Contrast Scrub Top,published,40,0.1895,0.1895
prod_01KQBCAGMWGCGXJKY2FYFXN73X,biz-collection-mens-cajun-chef-jogger-pant-ch433m,Mens Cajun Chef Jogger Pant,published,8,0.3,0.3
prod_01KQBCAGMWGDKCNHZ8AMGBBVGG,biz-collection-womens-saffron-chef-flex-pant-ch432l,Womens Saffron Chef Flex Pant,published,8,0.3,0.3
prod_01KQBCAGMWJN6BP4VESDMH8TM4,biz-collection-mens-saffron-chef-flex-pant-ch432m,Mens Saffron Chef Flex Pant,published,7,0.3,0.3
prod_01KQBCAGMWKDA5K2S6BERBBKVK,biz-collection-womens-classic-scrub-pant-h10620,Womens Classic Scrub Pant,published,56,0.16949999999999998,0.16949999999999998
prod_01KQBCAGMWNSZC779M9BP78R68,biz-collection-womens-cajun-chef-jogger-pant-ch433l,Womens Cajun Chef Jogger Pant,published,6,0.3,0.3
prod_01KQBCAGMWP7NR5HG1F4DFD3WQ,biz-collection-lab-coat-h132ml,Lab Coat,published,8,0.2395,0.2395
prod_01KQBCAGMWT6F6CHBRNAGMJBCA,biz-collection-unisex-classic-scrub-top-h10612,Unisex Classic Scrub Top,published,56,0.16949999999999998,0.16949999999999998
prod_01KQBCAGMWVFHQF7VNAN4NRP33,biz-collection-womens-eden-tunic-h133ls,Womens Eden Tunic,published,16,0.3095,0.3095
prod_01KQBCAGMWX6MPV86Q3AAK4VP5,biz-collection-womens-spa-tunic-h630l,Womens Spa Tunic,published,8,0.3395,0.3395
prod_01KQBCAGMWYCCK2DJZHKMGMBX8,biz-collection-womens-trinity-fleece-f10520,Womens Trinity Fleece,published,10,0.17800000000000002,0.17800000000000002
prod_01KQBCAGMWYCRHS9BQ7G08QATA,biz-collection-womens-bliss-tunic-h632l,Womens Bliss Tunic,published,8,0.34950000000000003,0.34950000000000003
prod_01KQBCAGMWYNQ249NVWBXZPT55,biz-collection-unisex-classic-scrub-pant-h10610,Unisex Classic  Scrub Pant,published,56,0.16949999999999998,0.16949999999999998
prod_01KQBCAGMX0Z0E32RQ5XN2308G,biz-collection-womens-alpine-jacket-j212l,Womens Alpine Jacket,published,12,0.35700000000000004,0.35700000000000004
prod_01KQBCAGMX1CD74PS2XN2KYWYA,biz-collection-mens-alpine-vest-j211m,Mens Alpine Vest,published,16,0.273,0.273
prod_01KQBCAGMX6S46GFEEE1DXNPZ1,biz-collection-mens-summit-jacket-j10910,Mens Summit Jacket,published,14,0.6745,0.6745
prod_01KQBCAGMX73BW5S1TTVTCMZ2W,biz-collection-unisex-patrol-jacket-j134m,Unisex Patrol Jacket,published,18,0.525,0.525
prod_01KQBCAGMX7FGTBTP43F3RN7FV,biz-collection-womens-summit-jacket-j10920,Womens Summit Jacket,published,10,0.6745,0.6745
prod_01KQBCAGMX7STK1B45S83X0BX7,biz-collection-unisex-nitro-jacket-j10110,Unisex Nitro Jacket,published,48,0.5770000000000001,0.5770000000000001
prod_01KQBCAGMXBSJJ7P86JY7CRYHE,biz-collection-mens-expedition-vest-j213m,Mens Expedition Vest,published,14,0.35450000000000004,0.35450000000000004
